code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,TMA1,TMA2,TMA3,TMA4,TMA5,TMA6,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_minus_4_homepage,week_minus_4_resource,week_minus_4_subpage,week_minus_4_oucontent,week_minus_4_url,week_minus_4_glossary,week_minus_3_homepage,week_minus_3_oucontent,week_minus_3_resource,week_minus_3_subpage,week_minus_3_url,week_minus_3_externalquiz,week_minus_3_glossary,week_minus_3_forumng,week_minus_3_oucollaborate,week_minus_3_ouwiki,week_minus_2_forumng,week_minus_2_homepage,week_minus_2_subpage,week_minus_2_url,week_minus_2_externalquiz,week_minus_2_oucontent,week_minus_2_oucollaborate,week_minus_2_resource,week_minus_2_ouwiki,week_minus_2_glossary,week_minus_1_forumng,week_minus_1_homepage,week_minus_1_oucollaborate,week_minus_1_oucontent,week_minus_1_subpage,week_minus_1_url,week_minus_1_resource,week_minus_1_externalquiz,week_minus_1_ouwiki,week_minus_1_glossary,week_0_externalquiz,week_0_forumng,week_0_homepage,week_0_oucollaborate,week_0_oucontent,week_0_ouwiki,week_0_resource,week_0_subpage,week_0_url,week_0_glossary,week_1_forumng,week_1_homepage,week_1_oucollaborate,week_1_oucontent,week_1_resource,week_1_subpage,week_1_url,week_1_externalquiz,week_1_ouwiki,week_1_glossary,week_2_homepage,week_2_oucontent,week_2_url,week_2_forumng,week_2_resource,week_2_subpage,week_2_externalquiz,week_2_ouwiki,week_2_oucollaborate,week_2_glossary,week_3_externalquiz,week_3_homepage,week_3_oucontent,week_3_resource,week_3_subpage,week_3_url,week_3_forumng,week_3_ouwiki,week_3_glossary,week_3_oucollaborate,week_4_externalquiz,week_4_homepage,week_4_oucontent,week_4_resource,week_4_subpage,week_4_url,week_4_forumng,week_4_ouwiki,week_4_glossary,week_4_oucollaborate,week_5_homepage,week_5_oucollaborate,week_5_oucontent,week_5_resource,week_5_subpage,week_5_url,week_5_forumng,week_5_ouwiki,week_5_externalquiz,week_5_glossary,week_6_forumng,week_6_homepage,week_6_oucollaborate,week_6_oucontent,week_6_ouwiki,week_6_subpage,week_6_resource,week_6_url,week_6_externalquiz,week_6_glossary,week_7_homepage,week_7_oucontent,week_7_resource,week_7_subpage,week_7_forumng,week_7_oucollaborate,week_7_url,week_7_ouwiki,week_7_externalquiz,week_7_glossary,week_8_homepage,week_8_subpage,week_8_forumng,week_8_oucontent,week_8_ouwiki,week_8_resource,week_8_url,week_8_externalquiz,week_8_glossary,week_8_oucollaborate,week_9_homepage,week_9_forumng,week_9_oucontent,week_9_url,week_9_externalquiz,week_9_subpage,week_9_resource,week_9_oucollaborate,week_9_glossary,week_9_ouwiki,week_10_externalquiz,week_10_homepage,week_10_oucontent,week_10_resource,week_10_subpage,week_10_url,week_10_forumng,week_10_oucollaborate,week_10_glossary,week_10_ouwiki,week_11_homepage,week_11_resource,week_11_subpage,week_11_forumng,week_11_oucontent,week_11_url,week_11_externalquiz,week_11_oucollaborate,week_11_ouwiki,week_11_glossary,week_12_externalquiz,week_12_homepage,week_12_oucontent,week_12_resource,week_12_subpage,week_12_url,week_12_forumng,week_12_oucollaborate,week_12_glossary,week_12_ouwiki,week_13_forumng,week_13_homepage,week_13_resource,week_13_subpage,week_13_url,week_13_oucontent,week_13_externalquiz,week_13_oucollaborate,week_13_ouwiki,week_13_glossary,week_14_homepage,week_14_oucontent,week_14_resource,week_14_forumng,week_14_subpage,week_14_url,week_14_externalquiz,week_14_oucollaborate,week_14_ouwiki,week_14_glossary,week_15_homepage,week_15_resource,week_15_subpage,week_15_forumng,week_15_oucontent,week_15_url,week_15_ouwiki,week_15_oucollaborate,week_15_externalquiz,week_15_glossary,week_16_homepage,week_16_subpage,week_16_url,week_16_forumng,week_16_oucollaborate,week_16_resource,week_16_oucontent,week_16_externalquiz,week_16_ouwiki,week_16_glossary,week_17_homepage,week_17_forumng,week_17_subpage,week_17_url,week_17_oucontent,week_17_resource,week_17_ouwiki,week_17_externalquiz,week_17_oucollaborate,week_17_glossary,week_18_homepage,week_18_oucontent,week_18_resource,week_18_subpage,week_18_forumng,week_18_glossary,week_18_ouwiki,week_18_url,week_18_externalquiz,week_18_oucollaborate,week_19_forumng,week_19_homepage,week_19_subpage,week_19_glossary,week_19_oucontent,week_19_ouwiki,week_19_resource,week_19_url,week_19_externalquiz,week_19_oucollaborate,week_20_homepage,week_20_oucontent,week_20_resource,week_20_forumng,week_20_ouwiki,week_20_subpage,week_20_url,week_20_externalquiz,week_20_glossary,week_20_oucollaborate,week_21_homepage,week_21_forumng,week_21_ouwiki,week_21_resource,week_21_subpage,week_21_externalquiz,week_21_oucontent,week_21_url,week_21_glossary,week_21_oucollaborate,week_22_forumng,week_22_homepage,week_22_ouwiki,week_22_resource,week_22_subpage,week_22_url,week_22_oucontent,week_22_oucollaborate,week_22_externalquiz,week_22_glossary,week_23_forumng,week_23_homepage,week_23_resource,week_23_subpage,week_23_ouwiki,week_23_oucontent,week_23_url,week_23_externalquiz,week_23_oucollaborate,week_23_glossary,week_24_homepage,week_24_oucontent,week_24_subpage,week_24_forumng,week_24_externalquiz,week_24_resource,week_24_url,week_24_ouwiki,week_24_glossary,week_24_oucollaborate,week_25_homepage,week_25_oucontent,week_25_subpage,week_25_url,week_25_forumng,week_25_resource,week_25_glossary,week_25_ouwiki,week_25_oucollaborate,week_25_externalquiz,week_26_homepage,week_26_forumng,week_26_resource,week_26_subpage,week_26_url,week_26_externalquiz,week_26_oucontent,week_26_ouwiki,week_26_glossary,week_26_oucollaborate,week_27_homepage,week_27_resource,week_27_subpage,week_27_oucontent,week_27_forumng,week_27_url,week_27_externalquiz,week_27_ouwiki,week_27_oucollaborate,week_27_glossary,week_28_homepage,week_28_oucontent,week_28_resource,week_28_subpage,week_28_forumng,week_28_url,week_28_oucollaborate,week_28_externalquiz,week_28_ouwiki,week_28_glossary,week_29_homepage,week_29_resource,week_29_subpage,week_29_url,week_29_oucontent,week_29_forumng,week_29_externalquiz,week_29_oucollaborate,week_29_ouwiki,week_29_glossary,week_30_homepage,week_30_resource,week_30_subpage,week_30_forumng,week_30_externalquiz,week_30_oucollaborate,week_30_url,week_30_oucontent,week_30_glossary,week_30_ouwiki,week_31_homepage,week_31_resource,week_31_subpage,week_31_externalquiz,week_31_forumng,week_31_url,week_31_oucollaborate,week_31_oucontent,week_31_glossary,week_31_ouwiki,week_32_externalquiz,week_32_forumng,week_32_homepage,week_32_resource,week_32_subpage,week_32_oucollaborate,week_32_url,week_32_glossary,week_32_oucontent,week_32_ouwiki,week_33_externalquiz,week_33_homepage,week_33_subpage,week_33_forumng,week_33_oucontent,week_33_resource,week_33_oucollaborate,week_33_url,week_33_ouwiki,week_33_glossary,week_34_homepage,week_34_oucollaborate,week_34_resource,week_34_subpage,week_34_forumng,week_34_url,week_34_externalquiz,week_34_oucontent,week_34_ouwiki,week_34_glossary,week_35_forumng,week_35_homepage,week_35_url,week_35_resource,week_35_subpage,week_35_oucontent,week_35_externalquiz,week_35_oucollaborate,week_35_glossary,week_36_homepage,week_36_forumng,week_36_subpage,week_36_url,week_36_externalquiz,week_36_resource,week_36_oucontent,week_36_oucollaborate,week_36_ouwiki,week_36_glossary,week_37_homepage,week_37_resource,week_37_subpage,week_37_forumng,week_37_url,week_37_externalquiz,week_37_oucontent,week_37_ouwiki,week_37_oucollaborate
DDD,2013J,552747,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,FALSE,Pass,90,92,97,97,94,92,0,310,68,95,218,137,280,82,52,80,63,76,52,10,7,10,126,16,45,49,64,253,251,86,220,202,70,61,43,43,32,73,102,211,211,127,268,135,13,18,6,12,0,0,0,0,0,0,77,20,19,157,22,1,6,2,6,0,5,23,7,6,2,22,2,1,0,0,56,30,1,0,4,3,1,0,0,0,0,74,46,0,9,54,0,23,12,0,46,33,2,0,0,28,6,0,22,0,46,0,7,103,3,33,1,87,0,0,0,16,2,2,7,0,33,22,0,0,0,13,1,0,4,1,22,10,0,1,14,0,0,8,13,2,35,8,0,0,37,17,1,0,7,0,0,1,0,0,20,0,1,22,13,0,5,8,7,0,15,9,11,2,3,5,2,2,0,3,4,5,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,3,2,0,0,1,0,0,0,3,43,3,16,36,6,17,2,0,0,3,9,0,2,1,0,0,1,0,0,18,0,0,16,8,3,0,0,0,0,15,6,13,13,0,2,0,0,0,0,25,10,3,21,4,1,0,0,0,0,61,39,89,14,6,27,4,6,1,6,55,0,0,7,25,0,159,5,0,0,25,16,3,0,0,40,0,1,1,0,56,0,1,73,77,10,2,0,0,1,63,69,38,1,22,1,0,7,0,1,27,27,9,0,4,1,0,2,0,0,9,22,0,19,0,4,6,1,0,0,17,0,17,2,0,2,5,0,0,0,18,7,4,2,12,0,0,0,0,0,12,4,3,10,0,0,3,0,0,0,21,4,27,6,8,6,1,0,0,0,34,0,5,17,43,2,1,0,0,0,35,27,52,3,9,82,1,2,0,0,58,0,28,111,2,8,4,0,0,0,18,0,12,0,94,0,3,0,0,0,1,185,30,0,47,0,2,0,3,0,0,29,12,89,0,2,0,3,0,0,9,0,0,1,0,3,0,0,0,0,0,11,7,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0
DDD,2013J,552898,M,South West Region,A Level or Equivalent,40-50%,0-35,0,240,TRUE,Pass,80,76,86,86,60,56,0,0,0,0,12,11,42,51,5,6,46,48,1,4,0,9,11,9,13,28,22,12,61,78,15,0,26,6,1,0,1,0,0,30,4,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,2,0,0,4,0,5,0,2,0,0,0,0,11,26,0,0,2,3,0,0,0,0,0,14,26,0,5,1,5,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,2,13,0,12,0,13,5,1,0,0,11,26,2,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,4,0,5,2,0,0,0,4,0,0,0,3,3,1,0,0,0,2,0,0,0,6,0,1,3,3,0,0,0,0,0,14,2,2,6,4,0,0,0,0,0,7,2,0,3,0,2,2,0,0,6,6,2,0,0,0,0,4,0,0,0,9,2,1,3,9,0,37,0,0,0,16,13,2,0,10,36,1,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,11,0,0,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,1,3,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,6,2,0,8,0,0,0,6,8,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,553280,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Pass,89,93,96,99,97,93,0,0,3,10,35,38,102,75,19,75,26,67,0,8,0,0,66,6,10,0,1,68,0,36,27,32,43,63,0,0,0,9,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,21,7,0,3,0,0,4,0,0,6,13,0,3,3,9,1,3,0,0,29,18,1,25,7,22,0,0,0,0,0,20,17,1,9,3,15,10,0,0,0,6,3,1,2,0,6,0,0,1,17,0,15,0,7,2,34,0,0,0,9,8,1,3,5,0,0,0,0,0,14,3,6,17,14,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,2,11,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,15,0,29,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,6,5,0,2,6,1,0,0,0,4,0,1,7,12,3,0,0,0,0,13,19,0,0,0,0,0,0,0,0,23,14,0,0,2,0,3,1,0,0,20,7,1,6,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,553301,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,90,90,91,92,87,80,0,0,72,169,139,215,250,163,54,58,105,70,75,108,51,110,19,68,40,29,91,129,188,121,106,82,133,74,36,46,31,23,1,153,255,293,168,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,5,3,1,10,0,0,0,0,43,38,0,55,23,3,4,3,0,0,2,50,33,0,1,12,5,29,7,0,80,29,0,0,16,75,5,0,10,0,45,21,4,120,1,19,1,39,0,0,1,45,26,9,19,2,61,0,0,0,1,19,15,3,1,0,15,0,0,0,16,0,11,4,0,0,27,0,0,0,32,25,1,41,0,0,5,1,0,0,21,6,2,9,31,0,1,0,0,0,18,4,30,22,0,0,1,0,0,0,19,62,7,1,1,13,5,0,0,0,0,14,16,6,7,0,8,0,0,0,28,6,23,24,28,1,0,0,0,0,0,4,10,0,0,0,5,0,0,0,12,18,2,17,2,17,0,0,0,0,10,2,0,16,9,3,0,0,0,0,9,0,3,7,9,1,0,0,0,0,16,29,2,15,0,15,14,0,0,0,23,20,17,1,23,4,39,0,2,0,26,4,0,10,31,0,116,1,0,0,12,27,8,0,12,58,2,2,0,0,21,10,0,52,13,8,2,0,0,0,27,22,0,2,22,0,5,4,0,0,11,24,61,2,14,1,20,0,0,0,10,18,2,3,0,40,1,0,0,0,6,4,19,3,0,2,2,0,0,0,12,19,7,3,5,0,0,0,0,0,7,7,0,2,1,0,14,0,0,0,9,0,4,1,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,31,2,48,1,0,53,16,2,0,0,23,11,65,125,7,3,1,20,0,0,31,11,51,0,164,0,2,34,0,0,10,85,15,3,35,2,1,0,17,0,12,21,36,255,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,553719,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,82,90,98,93,84,89,0,16,4,0,82,75,115,115,5,18,22,40,22,25,0,12,27,23,19,18,7,19,82,15,65,7,43,5,19,16,15,7,5,5,77,32,20,3,0,0,0,0,0,0,0,0,0,0,8,1,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,22,0,1,0,3,32,1,0,21,22,2,20,1,7,0,2,0,0,35,13,3,24,3,15,2,20,0,0,0,27,9,6,16,3,39,15,0,0,0,4,1,0,0,0,0,0,0,0,5,0,11,2,0,0,0,0,0,0,0,9,0,6,0,1,5,0,1,0,16,12,0,3,9,0,0,0,0,0,6,2,4,5,0,5,0,0,0,0,14,0,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,2,0,1,0,0,0,0,14,5,2,4,0,2,0,0,0,11,5,1,1,0,4,1,0,0,0,6,3,1,4,3,0,2,0,0,0,9,1,0,4,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,5,0,0,1,3,0,0,0,0,18,8,4,9,7,0,36,0,0,0,4,7,0,0,2,2,0,0,0,0,20,10,3,23,5,2,0,0,0,2,4,0,0,0,0,0,3,0,0,0,7,13,6,4,5,1,6,0,1,0,0,2,0,0,0,3,0,0,0,0,8,11,0,0,0,0,0,0,0,0,5,3,6,0,2,0,0,0,0,0,4,4,1,0,0,0,6,0,0,0,5,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,26,2,11,19,0,5,4,10,0,0,6,0,11,7,3,4,1,0,0,0,1,0,2,12,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,553832,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Fail,69,60,0,0,0,0,0,0,85,25,80,127,52,55,26,68,40,184,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,13,5,2,17,0,1,0,0,6,11,0,2,5,0,0,1,0,0,1,27,24,0,1,11,3,12,1,0,18,43,0,22,1,6,1,2,34,0,15,13,0,12,1,5,0,6,0,0,0,17,20,4,2,0,8,4,0,0,0,6,5,1,7,3,4,0,0,0,12,0,39,2,0,0,2,13,0,0,0,2,0,31,0,0,7,0,0,0,32,73,27,1,25,0,0,26,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,554283,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,77,67,74,44,69,52,0,54,0,16,0,4,51,5,14,15,61,60,16,0,0,1,15,15,10,3,26,9,1,0,24,121,18,12,0,20,5,3,0,21,1,0,55,20,0,0,0,0,0,0,0,0,0,0,23,14,0,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,12,18,1,0,6,8,2,4,0,0,0,3,1,0,1,0,0,0,0,0,0,6,6,1,1,0,0,0,0,0,2,0,3,6,4,0,0,0,0,0,17,11,0,5,22,4,0,0,2,0,11,15,3,4,15,0,1,11,0,0,7,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,7,3,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,5,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,6,0,6,0,2,1,0,0,0,4,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,5,5,0,3,0,0,26,31,40,2,3,0,19,0,0,0,4,4,2,0,0,0,8,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,2,8,4,0,0,0,0,0,5,3,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,554356,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,FALSE,Pass,91,87,89,98,90,92,0,63,34,107,40,133,92,97,165,42,93,144,64,18,31,64,85,72,69,64,25,112,261,50,21,75,85,27,58,104,51,139,123,78,97,66,95,171,20,16,3,0,0,0,0,0,0,0,17,21,7,13,5,0,0,0,0,0,4,17,5,2,0,6,0,0,0,0,50,26,0,16,11,1,2,1,0,0,0,22,7,0,4,7,0,0,0,0,41,49,0,5,1,19,2,2,14,0,38,17,1,9,2,10,3,12,0,0,0,22,24,2,3,2,18,26,0,0,0,39,12,3,30,1,60,20,0,0,9,0,1,0,0,0,32,0,0,0,14,22,0,29,0,12,15,1,0,0,38,68,16,5,11,0,0,6,0,0,17,5,14,27,0,0,1,0,0,0,6,12,0,0,0,0,0,0,0,0,0,8,6,0,9,2,6,0,0,0,24,0,0,3,37,0,0,0,0,0,0,27,45,7,6,0,0,0,0,0,30,25,2,4,0,11,0,0,0,0,14,14,2,26,6,2,0,5,0,0,17,1,2,18,26,0,0,0,0,0,8,0,0,8,0,0,9,0,0,0,29,36,4,0,37,5,1,0,0,0,53,10,2,9,159,0,28,0,0,0,34,10,0,0,6,0,0,0,0,0,5,2,0,14,0,0,0,0,0,0,9,50,0,3,13,0,0,0,0,0,17,16,0,4,2,0,46,0,0,0,2,6,1,8,0,10,0,0,0,0,9,23,0,26,0,0,0,0,0,0,20,3,47,2,25,7,0,0,0,0,13,13,1,0,0,0,24,0,0,0,33,3,27,57,15,4,0,0,0,0,37,31,2,9,41,3,0,0,0,0,18,2,11,4,17,26,0,0,0,0,30,7,16,38,2,3,1,0,0,0,23,0,1,0,40,0,2,0,0,0,4,28,18,1,22,12,0,0,10,0,1,44,25,84,10,7,0,0,0,0,14,0,0,0,6,0,0,0,0,0,4,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,554691,M,North Western Region,Lower Than A Level,40-50%,35-55,1,60,TRUE,Pass,73,55,67,45,23,30,0,7,5,49,55,22,36,15,1,2,12,14,36,54,44,78,11,8,16,18,124,51,101,123,162,134,39,97,54,67,23,6,46,36,19,52,34,60,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,25,8,0,0,5,1,10,0,0,0,0,26,15,0,0,5,0,0,9,0,3,7,0,2,2,7,1,0,0,0,9,0,0,14,4,9,0,0,0,0,0,4,0,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,5,0,0,6,0,0,3,0,0,0,10,16,6,0,0,2,1,0,0,1,10,3,0,2,0,28,11,0,0,0,0,9,0,10,25,0,0,0,0,0,11,15,41,4,5,1,0,1,0,0,0,1,0,0,9,1,0,0,0,0,0,3,2,3,0,0,0,0,0,0,3,1,2,5,4,0,1,0,0,0,5,2,8,0,2,1,0,0,0,0,24,30,3,14,1,9,43,0,0,0,12,2,16,1,12,1,0,5,2,0,20,6,4,15,39,0,12,4,0,1,18,22,29,0,3,39,5,0,1,6,20,9,2,25,104,2,0,0,0,0,32,45,18,0,13,0,7,5,0,14,22,8,3,0,1,1,4,0,0,0,13,17,0,14,27,23,2,0,1,0,18,4,24,0,0,3,5,0,0,0,12,14,17,2,5,14,0,3,0,0,7,7,0,3,0,0,6,0,0,0,1,0,0,5,0,0,0,0,0,0,8,15,0,16,3,4,0,0,0,0,6,5,6,2,17,0,0,0,0,0,5,1,9,0,0,0,4,0,0,0,11,3,14,0,11,4,0,9,0,0,2,8,5,0,13,3,3,0,0,0,0,10,25,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,555239,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,94,94,92,94,80,88,0,19,83,142,87,79,170,192,90,96,30,114,68,67,39,67,71,129,33,122,82,25,57,202,138,54,28,83,79,43,23,38,18,55,73,69,44,139,0,0,8,0,0,0,0,0,0,0,10,4,0,0,5,0,0,0,0,0,13,19,22,8,0,19,1,1,0,0,57,33,11,14,23,0,3,1,0,0,0,31,22,1,9,0,3,21,0,0,30,15,0,3,0,12,2,2,15,0,29,36,3,35,3,45,3,14,2,0,1,28,40,8,46,6,40,23,0,0,0,22,20,7,28,3,10,0,0,0,18,0,20,5,5,0,48,0,0,0,6,11,0,10,0,1,2,0,0,0,14,54,1,36,4,0,2,0,3,0,21,5,26,16,0,0,0,0,0,0,22,7,14,1,0,13,9,1,0,0,0,13,24,0,2,0,0,0,0,0,13,2,14,0,35,3,0,0,0,0,2,16,17,0,27,1,7,1,0,0,18,37,2,39,2,31,0,0,0,0,9,3,0,14,5,1,0,1,0,0,30,8,40,26,8,7,0,1,2,0,17,15,3,20,2,1,18,0,6,0,6,11,3,1,0,0,4,0,0,0,14,3,0,0,17,0,22,0,0,1,50,28,0,0,9,113,2,0,0,0,28,23,0,39,38,7,2,0,0,1,14,1,0,3,18,0,15,3,0,0,3,7,0,0,8,1,9,0,0,0,20,21,0,24,0,17,1,0,0,0,30,26,16,5,0,0,2,0,0,0,10,18,11,1,0,3,0,0,0,0,9,2,0,9,2,0,1,0,0,0,13,0,6,9,8,2,0,0,0,0,3,0,0,5,6,0,1,3,0,0,14,9,7,0,3,21,1,0,0,0,19,2,28,15,4,3,2,0,0,0,13,5,34,3,7,5,2,0,0,0,3,2,11,6,21,0,1,0,0,0,7,23,47,16,35,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
